Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Event Type,Location,Dining Option,Customer ID,Customer Reference ID,Unit,Count
6/13/2019,12:11:15,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,zT10EKsoV5aMAid9VE0Itu3eV,mt7xcsEZ9soKUVMEG19E0wMF,,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,7CP9AZ8R592A0KQFAV58HCHQEW,,ea,1
6/13/2019,12:09:38,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.59 ,p8yzsFsg8XaN42ZBxLE2wOoeV,qJ3Ar8VDRSW8GWZKy6jetwMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,RJCX7J897D7SEPSVA0W9BNXMBW,,ea,1
6/13/2019,12:02:45,Eastern Time (US & Canada),Chicken,BBQ Chicken,1,Regular,,,$6.00 ,$0.00 ,$6.00 ,$0.54 ,TTdSjIFYEOm1zKSKcIbVnkteV,mn7keKPfjtc55K3haTKzcvMF,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,DXJGKRQ8AX0WJVEBCQNX4XC2PC,,ea,1
6/13/2019,11:50:00,Eastern Time (US & Canada),None,Wings,1,Fried,8,,$5.00 ,$0.00 ,$5.00 ,$0.45 ,do14GAnoA9RfJvAgLUVUrxkeV,3laNQdR1F1DkBJgwT0lasuMF,,,Payment,Authentic by Zee,,,,ea,1
6/13/2019,11:49:15,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.59 ,DLTphUdLrvh0t19arDplC04eV,7v7fAtwfWnkhU1PXe6nzNxMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,VSW1XKEV415DYJQ3JETS8WDP5G,,ea,1
6/13/2019,11:46:05,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,RcyiDewqCmIGdNIlzefNZWneV,"Ns5LEqrQp9dX8jKFtZ0SKQB, MWl6jGfWr7QhGT5dpiDMUvMF, LrxWBCTGj6TwAhr6HmWTEwMF",,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,", KYHWSEFE8N2BRXNPH2PJ5Z6P88, KYHWSEFE8N2BRXNPH2PJ5Z6P88",", , ",ea,1
6/13/2019,11:44:44,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,hiR8oQRp4JtSvnKDpaPltjAfV,6MGK8C4gA81lCzvK1bTRCtMF,,,Payment,Authentic by Zee,,V6F7YBNS1N51MTCG1XEPXK8260,,ea,1
6/13/2019,11:44:19,Eastern Time (US & Canada),Chicken,Jerk Chicken,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,xeBPCPb4uZSFjxOVO5r8FFseV,vfc64a60PUDkXUnSMOWtgsMF,,Juicy Grilled Leg Quarters steamed down in the perfect sweet and Spicy sauce!,Payment,Authentic by Zee,,9FY2KQCGFX3E7A6SR5D0YPWCSM,,ea,1
6/13/2019,11:42:42,Eastern Time (US & Canada),None,Custom Amount,1,,,,$9.00 ,$0.00 ,$9.00 ,$0.18 ,XdRYeGv7RtC8S2xuohd4mqxeV,TWxMaZzgombJGI5oidBZbsMF,,,Payment,Authentic by Zee,,P99XYEVCNN44MMZFFGHWZ0VBSC,,ea,1
6/11/2019,11:58:14,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.17 ,9aAbrHAtgjJCZC48bmYU9R0eV,eRFNimmn7WU5AKkOFOgdUvMF,,,Payment,Authentic by Zee,,1EF0JSFCX14XVAQ17TARTADCW4,,ea,1
6/11/2019,11:56:20,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.12 ,7rbWoDYLgyoBCZRxiREu6qeeV,jqpt9OVvDrpszIKblbaZhsMF,,,Payment,Authentic by Zee,,TMRV0YK045202KTR4P0ZMD71P8,,ea,1
6/11/2019,11:56:20,Eastern Time (US & Canada),None,Custom Amount,1,,,,$2.00 ,$0.00 ,$2.00 ,$0.04 ,7rbWoDYLgyoBCZRxiREu6qeeV,jqpt9OVvDrpszIKblbaZhsMF,,,Payment,Authentic by Zee,,TMRV0YK045202KTR4P0ZMD71P8,,ea,1
6/11/2019,11:54:16,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.12 ,tqsNYtSwuMXckMmvRWXSK5jeV,87SkgndEWsn1E7v3fk7cixMF,,,Payment,Authentic by Zee,,359D7MA13X2VGSZGCNZXVY3Q2R,,ea,1
6/11/2019,11:41:46,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.17 ,tKKkUxr9nzr7vejoZJBHHOieV,2IpVf7eCjQmkpcewAjS5ovMF,,,Payment,Authentic by Zee,,MVHN15E2W92R2V53BJXQEX8694,,ea,1
6/11/2019,11:41:04,Eastern Time (US & Canada),None,Custom Amount,1,,,,$6.00 ,$0.00 ,$6.00 ,$0.12 ,xGHoGr2YG2C5E2DJ1rUWH0feV,EgrlfVgj3KobkCTBFgDdosMF,,,Payment,Authentic by Zee,,V6F7YBNS1N51MTCG1XEPXK8260,,ea,1
6/11/2019,11:40:34,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,NOu33lLyo9qQFMslOTcfZWgeV,N7aHz8brqKPpKKwO76GUYsMF,,,Payment,Authentic by Zee,,4H8BH8STMN070R93MKY08JGJYG,,ea,1
6/11/2019,11:40:07,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.17 ,9ABStiPakhGUArqy5Pk42cqeV,htqSvZAz7grDYQyJ1oSeBtMF,,,Payment,Authentic by Zee,,,,ea,1
6/11/2019,11:37:16,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.17 ,VMVSUCTDWrJcgk1ur9M8xtmeV,f99X6oPdrRKr0grQbd9QLQB,,,Payment,Authentic by Zee,,,,ea,1
6/8/2019,12:04:10,Eastern Time (US & Canada),None,Wings,1,Regular,,,$5.75 ,$0.00 ,$5.75 ,$0.52 ,p6bqjkQCPeYRi6Grwsxqg4ieV,BNvMDH7bLQ86NMhtbQfc7yMF,,,Payment,Authentic by Zee,,AZAEEY2HD538WRQDHETGQ656AW,,ea,1
6/8/2019,12:01:00,Eastern Time (US & Canada),None,Custom Amount,1,,,,$9.00 ,$0.00 ,$9.00 ,$0.18 ,9Ab92TnhJ9H70nBDcWz5EEleV,c2hUCLxkjcKx22AK2OIcQvMF,,,Payment,Authentic by Zee,,VXVT548H4N542MH76NJJSGQ79M,,ea,1
6/8/2019,11:54:57,Eastern Time (US & Canada),Chicken,Jerk Chicken,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,pmFEvQ3mitQzonTQL4ZpcaleV,fCZOTf0TWkJYI2mjfSjH7uMF,,Juicy Grilled Leg Quarters steamed down in the perfect sweet and Spicy sauce!,Payment,Authentic by Zee,,T6C5729Y8D6JPX491YXHXK3Z7M,,ea,1
6/8/2019,11:43:17,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.17 ,rDrIpTqU35J1dgql4s1xfjjeV,Val90FqkSC54m0kSIAoTOwMF,,,Payment,Authentic by Zee,,K1R3K88H1X4BTP8ADG3RRJ3NWC,,ea,1
6/8/2019,11:42:17,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,b3hg9QnFJfhJAzynkazK2b3eV,dZU8bDpyFuLnRZVtrj4PgyMF,,,Payment,Authentic by Zee,,V6F7YBNS1N51MTCG1XEPXK8260,,ea,1
6/8/2019,11:41:03,Eastern Time (US & Canada),Chicken,BBQ Chicken,1,Regular,,,$6.00 ,$0.00 ,$6.00 ,$0.54 ,3JVtfAZv21tN7sLKw7issuyeV,y1iw0uq0QiVjdKDkmhpmItMF,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,TMRV0YK045202KTR4P0ZMD71P8,,ea,1
6/8/2019,11:40:28,Eastern Time (US & Canada),None,Wings,1,Regular,,,$5.75 ,$0.00 ,$5.75 ,$0.52 ,xUELCZBGGvlfpFy94Yc0QXieV,c662qk5La3MunVZdNwVfdtMF,,,Payment,Authentic by Zee,,MVHN15E2W92R2V53BJXQEX8694,,ea,1
6/8/2019,11:39:30,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.17 ,PVtdPbgFML8H4FbC4j1MmV4eV,jcvbluoUXuaa0YyBKvHv3tMF,,,Payment,Authentic by Zee,,F13TNZK76568CGJTEFP7EXAK0G,,ea,1
6/8/2019,11:38:52,Eastern Time (US & Canada),Chicken,BBQ Chicken,1,Regular,,,$6.00 ,$0.00 ,$6.00 ,$0.54 ,pmZAO7txB7WxBawWQx9GadoeV,6Bz8oaYXSclx1kc8XLNcXtMF,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,QQ7D7V08N56JRV35FBMZNCS8C4,,ea,1
6/8/2019,11:38:11,Eastern Time (US & Canada),None,Custom Amount,1,,,,$9.00 ,$0.00 ,$9.00 ,$0.18 ,35h5uhSCdxZ181pxQ5XZpcueV,DjZv7YFEBYB4AnjPBdhFlwMF,,,Payment,Authentic by Zee,,RKPQB4BXT5246JSAB7486RCC7R,,ea,1
6/6/2019,11:49:19,Eastern Time (US & Canada),Chicken,BBQ Chicken,1,Regular,,,$6.00 ,$0.00 ,$6.00 ,$0.54 ,1KIm7y2rzcElSPApg2uJfQmeV,lVvi7d2aGVh8qgNezA4JdvMF,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,CG1T2E99VN4KCMA57NWD0RNVRR,,ea,1
6/6/2019,11:48:41,Eastern Time (US & Canada),Chicken,BBQ Chicken,1,Regular,,,$6.00 ,$0.00 ,$6.00 ,$0.54 ,Tv1t2o9vfvAoj4LShptA56neV,IJVAYAUSbJlKhQep6jtM6tMF,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,MZGWBMXJGD3GWNVJC0B8QK8XJ8,,ea,1
6/6/2019,11:47:33,Eastern Time (US & Canada),None,Custom Amount,1,,,,$30.00 ,$0.00 ,$30.00 ,$0.60 ,1QxbiLVokdqus2pr4vO4cK8eV,p7NfmYMw61ODEXT6f23USyMF,,,Payment,Authentic by Zee,,359D7MA13X2VGSZGCNZXVY3Q2R,,ea,1
6/6/2019,11:47:33,Eastern Time (US & Canada),None,Custom Amount,1,,,,$2.00 ,$0.00 ,$2.00 ,$0.04 ,1QxbiLVokdqus2pr4vO4cK8eV,p7NfmYMw61ODEXT6f23USyMF,,,Payment,Authentic by Zee,,359D7MA13X2VGSZGCNZXVY3Q2R,,ea,1
6/6/2019,11:46:33,Eastern Time (US & Canada),None,Custom Amount,1,,,,$6.50 ,$0.00 ,$6.50 ,$0.13 ,ZUMa5XYa2tRObGCHILyGmazeV,mvtgLV1J51ukVxWWSkmYgzMF,,,Payment,Authentic by Zee,,J32RFP39E168GV18Z2C9XHHVQG,,ea,1
6/6/2019,11:42:39,Eastern Time (US & Canada),Chicken,BBQ Chicken,1,Regular,,,$6.00 ,$0.00 ,$6.00 ,$0.54 ,3DocLj2THKAmWvMzdovdxM9eV,WqoBucoayeaLh4ix3mBU1xMF,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,4H8BH8STMN070R93MKY08JGJYG,,ea,1
6/6/2019,11:39:46,Eastern Time (US & Canada),None,Custom Amount,1,,,,$7.50 ,$0.00 ,$7.50 ,$0.15 ,lWq21spbr9dsQeyVKbdebQ9eV,mqVGKONTuLSi3UGSRvTeQzMF,,,Payment,Authentic by Zee,,QKTQVDQTWN40YNCDDZJSAN90RR,,ea,1
6/6/2019,11:38:52,Eastern Time (US & Canada),Chicken,Jerk Chicken,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,Pdrs6omHgC5k7BtPbotydQreV,lQvt10FCM2Cqwtf8Gr70fuMF,,Juicy Grilled Leg Quarters steamed down in the perfect sweet and Spicy sauce!,Payment,Authentic by Zee,,T6C5729Y8D6JPX491YXHXK3Z7M,,ea,1
6/6/2019,11:37:19,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,X1Fm3SWP4mKhrvssuzfst6veV,czRzytALbrZsNdHBvSl0vzMF,,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,0YHP831WSN50MRF7GHZCGW6WAW,,ea,1
6/4/2019,11:47:56,Eastern Time (US & Canada),None,Custom Amount,1,,,,$7.50 ,$0.00 ,$7.50 ,$0.15 ,LVokIvPoj1T22Ehf8lLiGhheV,hugeKZzkVXA6lCUzUIEtWxMF,,,Payment,Authentic by Zee,,VSW1XKEV415DYJQ3JETS8WDP5G,,ea,1
6/4/2019,11:47:21,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.12 ,XbMquHUBYXO50npRkkOX1woeV,hr7pn3Yvu9jyY5pJUqy6vuMF,,,Payment,Authentic by Zee,,359D7MA13X2VGSZGCNZXVY3Q2R,,ea,1
6/4/2019,11:44:15,Eastern Time (US & Canada),None,Custom Amount,1,,,,$10.00 ,$0.00 ,$10.00 ,$0.20 ,leaC6ZngA7kXIATfpt3BEeyeV,FzACWJMPE19BHh8z3DOktvMF,,,Payment,Authentic by Zee,,T6C5729Y8D6JPX491YXHXK3Z7M,,ea,1
6/4/2019,11:41:50,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.17 ,3tx2NwEKsRkgxZS1x5dE0yveV,fXRlcf66WCMvQdc22IOv1sMF,,,Payment,Authentic by Zee,,0YHP831WSN50MRF7GHZCGW6WAW,,ea,1
6/4/2019,11:40:57,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.12 ,RW72CQRuFUW1xKjPOk8gUHueV,zAcBiHfHj4FX6IOqUJN4tsMF,,,Payment,Authentic by Zee,,ZS8GG073HN3FMVP8MP57FQQ1TW,,ea,1
6/4/2019,11:40:26,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.17 ,3buX2jFIi8P3Ul3ifIAwMI4eV,Fyuwi4z0PlO4Oxjj0H0qGtMF,,,Payment,Authentic by Zee,,,,ea,1
6/4/2019,11:39:46,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,9Ws8ANTVZd1tfrUSDnXAE0ieV,PLvHfTJOaJYTOF3X71tHGyMF,,,Payment,Authentic by Zee,,QKTQVDQTWN40YNCDDZJSAN90RR,,ea,1
6/4/2019,11:35:01,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,FYN1YZLbmalgF03n7mIlbV6eV,EXZE2Wno7lyLKeExFpN6buMF,,,Payment,Authentic by Zee,,VXVT548H4N542MH76NJJSGQ79M,,ea,1
6/4/2019,11:34:31,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,R6nlphaTXwyfeQQwJFCTAvAfV,dCiHzvHX7bwhGJ323t83vsMF,,,Payment,Authentic by Zee,,W30ZM9FF9X110H28VGRYXTWKJW,,ea,1
6/1/2019,11:59:40,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,pUqJmADJ5hAHuwT1gjUTjvleV,jDzj1icr9kVvUjHpZODJssMF,,,Payment,Authentic by Zee,,ZAM7VWRK4S25MWFS574KPQ8174,,ea,1
6/1/2019,11:51:03,Eastern Time (US & Canada),None,Custom Amount,1,,,,$8.50 ,$0.00 ,$8.50 ,$0.17 ,tQdk4x3dJseNxpHSgaCYMw7eV,vTIxsV09VlANtSmKCzVELQB,,,Payment,Authentic by Zee,,,,ea,1
6/1/2019,11:51:03,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.11 ,tQdk4x3dJseNxpHSgaCYMw7eV,vTIxsV09VlANtSmKCzVELQB,,,Payment,Authentic by Zee,,,,ea,1
6/1/2019,11:44:32,Eastern Time (US & Canada),Chicken,Jerk Chicken,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,xU03yK8qlf90sBiUc1r07w4eV,bHtoAv7io0WURdL6ZLzhdxMF,,Juicy Grilled Leg Quarters steamed down in the perfect sweet and Spicy sauce!,Payment,Authentic by Zee,,ZS8GG073HN3FMVP8MP57FQQ1TW,,ea,1
6/1/2019,11:43:40,Eastern Time (US & Canada),Chicken,BBQ Chicken,1,Regular,,,$6.00 ,$0.00 ,$6.00 ,$0.54 ,tSQvxRdNEHKTDdjjBIfePa2eV,a2dAWHxgvmRtzPFu0IDG2yMF,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,,,ea,1
6/1/2019,11:43:16,Eastern Time (US & Canada),Chicken,Jerk Chicken,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,rvh0RsazGYSOooctkT9kQR1eV,PBRINrLlhcpAu0UWsn7rKQB,,Juicy Grilled Leg Quarters steamed down in the perfect sweet and Spicy sauce!,Payment,Authentic by Zee,,,,ea,1
6/1/2019,11:43:16,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,rvh0RsazGYSOooctkT9kQR1eV,PBRINrLlhcpAu0UWsn7rKQB,,,Payment,Authentic by Zee,,,,ea,1
6/1/2019,11:42:14,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,1QtV6ovho8nroJPrlWZzvSreV,8fMNkDnQ6Gey1okxO6siUuMF,,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,P99XYEVCNN44MMZFFGHWZ0VBSC,,ea,1
6/1/2019,11:41:12,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.12 ,hu7CK89jK6EYeYt0oP8hg1yeV,vJPbmdcx7OTPWdBzR61LryMF,,,Payment,Authentic by Zee,,HZFRAH6A9X7XCY5JQV7X387CRM,,ea,1
6/1/2019,11:40:53,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,LXpO7eL7edBeRoHZPlV30d8eV,naiI25XNwQJxhGSPxgflHwMF,,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,,,ea,1
6/1/2019,11:40:31,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.12 ,tu4MPU7GWmWHzk5E2fNfh53eV,8QiTOWV0sezqd73ig0VkIuMF,,,Payment,Authentic by Zee,,,,ea,1
6/1/2019,11:38:06,Eastern Time (US & Canada),Chicken,BBQ Chicken,1,Regular,,,$6.00 ,$0.00 ,$6.00 ,$0.54 ,xkKGoZdrK4nf7d7UgfQLuZxeV,Dn1DocrV9JWBgRewRxq0NxMF,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,F13TNZK76568CGJTEFP7EXAK0G,,ea,1
6/1/2019,11:36:55,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,lA9Tu3COKoL6zaPBFFarx79eV,V877bN9ITPZgRuzRrO3eLQB,,,Payment,Authentic by Zee,,,,ea,1
6/1/2019,11:36:55,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.00 ,$0.00 ,$5.00 ,$0.10 ,lA9Tu3COKoL6zaPBFFarx79eV,V877bN9ITPZgRuzRrO3eLQB,,,Payment,Authentic by Zee,,,,ea,1
6/1/2019,11:36:07,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,tcfmSjSXp826NfKFARNyf7eeV,3NNtQQnr5qjXgtux2De6AvMF,,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,2MJ11Z97R97W2NHFJXCY52NDNR,,ea,1
5/30/2019,12:23:32,Eastern Time (US & Canada),Chicken,Jerk Chicken,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,Jwig5KsBqOenTVmNWRUQaiAfV,vz4Zmcg1mHTjl0kq3MZMjzMF,,Juicy Grilled Leg Quarters steamed down in the perfect sweet and Spicy sauce!,Payment,Authentic by Zee,,A2FENSPK1H3ZYP6MCA11CQS43C,,ea,1
5/30/2019,12:08:27,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.59 ,3Br2zFk4qi1DAsGnOuX8Q0veV,xvuN3j0vdV8LYLCD3omA9uMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,MP2K88FG852TGWR6K1R6ASRZPW,,ea,1
5/30/2019,12:07:39,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.12 ,VKMiGcw73lUgfmd3Sw2A4dreV,rk6z6baDc6GqCw85OevgExMF,,,Payment,Authentic by Zee,,AZAEEY2HD538WRQDHETGQ656AW,,ea,1
5/30/2019,11:55:23,Eastern Time (US & Canada),Chicken,Curry chicken,1,Regular,,,$6.50 ,$0.00 ,$6.50 ,$0.59 ,tamU98Hj5P22RUrqYJt4PbleV,zbnptvDB71NxLwzmPUZ0DuMF,,"Single plates are served with 2 side items of you choice.
Pans are served for catering events, typically for parties of 10 or more.",Payment,Authentic by Zee,,359D7MA13X2VGSZGCNZXVY3Q2R,,ea,1
5/30/2019,11:55:23,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.11 ,tamU98Hj5P22RUrqYJt4PbleV,zbnptvDB71NxLwzmPUZ0DuMF,,,Payment,Authentic by Zee,,359D7MA13X2VGSZGCNZXVY3Q2R,,ea,1
5/30/2019,11:41:46,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,TNQd7WspdJegVa3ZMQHflJzeV,p7mmPKFDNRbpWDnJMqNqWyMF,,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,ZS8GG073HN3FMVP8MP57FQQ1TW,,ea,1
5/30/2019,11:41:26,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,hA6RIur2MOMtOb9HTsyLTi2eV,gigQavMG4uPOebPLdRrSgyMF,,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,TMRV0YK045202KTR4P0ZMD71P8,,ea,1
5/30/2019,11:40:23,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,79ICl7ifpz9RltEg2hb4K8heV,GvBFVhgmhkGiVW8hMkHwAvMF,,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,4H8BH8STMN070R93MKY08JGJYG,,ea,1
5/30/2019,11:39:16,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.12 ,J4qIqxaSUtKbeay8HSkFq2weV,Ugbz30GSsXwtwA45wtkNGxMF,,,Payment,Authentic by Zee,,FHYFFWFZWX0BCJ0NR6P1RK5T04,,ea,1
5/30/2019,11:38:28,Eastern Time (US & Canada),Chicken,BBQ Chicken,1,Regular,,,$6.00 ,$0.00 ,$6.00 ,$0.54 ,Tp65S2OIOdd0AlQgEZgYg9heV,2Zi2hpdauHkKEPji9YhcIzMF,,"Grilled Leg Quarters, stewed in HFCS Free BBQ sauce. 
Single plates are served with 2 side items of your choice.
Pans are served for catering events, typically with parties of 10 or more.",Payment,Authentic by Zee,,MVHN15E2W92R2V53BJXQEX8694,,ea,1
5/30/2019,11:37:39,Eastern Time (US & Canada),None,Chicken Fajitas,1,Regular,,,$7.50 ,$0.00 ,$7.50 ,$0.67 ,V4P6P4IKGYfP5Kntkk6LVcAfV,sIUnLSC28N4UI5wLkO4qatMF,,"Chicken Breast grilled and cut up served on a flour tortilla, with seared bell peppers and onions with just the right amount of Cheesy goodness !",Payment,Authentic by Zee,,P99XYEVCNN44MMZFFGHWZ0VBSC,,ea,1
5/30/2019,11:37:39,Eastern Time (US & Canada),None,Brunch,1,Free,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,V4P6P4IKGYfP5Kntkk6LVcAfV,sIUnLSC28N4UI5wLkO4qatMF,,Every 2nd and 4th weekend Authentic will be holding our restaurant setting at a disclosed location!,Payment,Authentic by Zee,,P99XYEVCNN44MMZFFGHWZ0VBSC,,ea,1
5/30/2019,11:35:31,Eastern Time (US & Canada),None,Custom Amount,1,,,,$9.50 ,$0.00 ,$9.50 ,$0.19 ,xeBBtA1raztKmTYCCgnNA31eV,l8po9978qaS0GRp1gwMbLQB,,,Payment,Authentic by Zee,,,,ea,1
5/22/2019,11:53:24,Eastern Time (US & Canada),None,Custom Amount,1,,,,$5.75 ,$0.00 ,$5.75 ,$0.12 ,DhAkkZIQupUvjTyCLhQHm8oeV,pCCl5ty7ZVLz5R55GC1YsxMF,,,Payment,Authentic by Zee,,359D7MA13X2VGSZGCNZXVY3Q2R,,ea,1
